d	Charles Tag	Categories	Adrien Tag	
If you create a user account with the Site as a visitor from outside the United States, by using the Site you agree to this Privacy Policy and you consent to the transfer of all such information to the United States, which may not offer an equivalent level of protection of that required in the European Union or certain other countries, and to the processing of that information as described in this Privacy Policy.</p>	data_management	data management	data_management	
We may periodically revise or update this privacy policy at any time without prior notice.	redflag	red-flag	redflag	changes without notices are red-flags
Publishers hereby grant the following:To the Company, a worldwide, non-exclusive, royalty-free, sublicensable and transferable license to use, reproduce, distribute, prepare derivative works of, display, and perform the content in connection with the Service, including without limitation for promoting, redistributing in any and all media formats.	content_licence	content Licence	content_licence	
Massdrop is under no obligation to review any content (including any messages) posted on or sent through the Site by users and assumes no responsibility or liability relating to any such content.	acceptable_consent	personnal information	acceptable_consent	no obligation to review, so not looking
You grant us broad rights to use and exploit Content you post or make available via the Myspace Services, your profile and activity information, and your name, persona and likeness, as more fully explained below.	content_licence	content Licence	content_licence	
You will not be entitled to compensation or attribution even if we or others profit from such use.	content_licence	content Licence	content_licence	
After a Snap is deleted, we’ll mainly be able to see the basic details — like when it was sent and who it was sent to.	personnal_information	personnal information	personnal_information	information about your messages is personal information
CARFAX web sites use cookies to collect information about your computer hardware (desktop, laptop, mobile devices and mobile device identifiers etc.) and software, including but not limited to, referring domains, the type of browser used, operating system software, screen resolutions, color capabilities, IP addresses and plug-ins.	non_personnal_information	non personnal information	non_personnal_information	
This will regularly include your public wallet addresses (destination and refund wallet address), your full name, your residence address, your date of birth, your phone number, your social security number or other tax identification number, details about your government issued identification such as identification number and expiration date, and your e-mail address.</p>	personnal_information	personnal information	personnal_information	
The information collected by ShareThis may include user data (including IP address) and the geographical region as well as technical data.	non_personnal_information	non personnal information	non_personnal_information	
By submitting or posting any User Content, you grant to ShapeShift and its affiliates a perpetual, irrevocable, royalty-free, worldwide, sublicensable and transferable license to copy, publish, translate, modify, delete, reformat, create derivative works from, distribute, reproduce, sell, display, transmit, publish, broadcast, host, archive, store, cache, use or otherwise exploit all or any portion of the User Content, as well as your name, persona and likeness included in any User Content and your social media account handle, username, real name, profile picture and/or any other information associated with the User Content, in any commercial or noncommercial manner whatsoever, in whole or in part, in any and all distribution channels, forms, media or technology, whether now known or hereafter developed, including but not limited to in stores, printed marketing materials, emails, web pages, social media accounts and for any other marketing, advertising, public relations, sales or promotional purposes with or without attribution and without further notice to you.	content_licence	content Licence	content_licence	
By submitting the User Submission(s) to Brilliant, or displaying, publishing, or otherwise posting any content on or through the Sites or the Service, User hereby does and shall grant Brilliant a worldwide, non-exclusive, perpetual, royalty-free, fully paid, sublicensable and transferable license to reproduce, distribute, modify (such as by editing or otherwise creating derivatives), display, and perform the User Submission(s) in accordance with Brilliant's User Submission policies and User's Site settings	content_licence	content Licence	content_licence	
We may share all categories of your personal information to selected outside companies, either by selling it or otherwise transferring it, to advertisers and other business partners that assist us in providing you with meaningful and relevant Services (each, collectively an “Advertiser”).	sharing_data	sharing data	sharing_data	
When you subscribe to or use our Services, we collect the following personal information from you: Contact information such as name, email address, Instant Messaging address, mailing address (including country of residence, and telephone number;Billing information such as credit card information, and billing address;Demographic information such as birth year, gender and occupation;Information concerning your personal preferences, such as preferred airport, and other personal interests;Information about your transactions with us and our business partners through our Services. andYour IP address and, when using our Mobile Application, data such as device type and OS version	personnal_information	personnal information	personnal_information	
When you use a location-enabled device, we may collect and process information about your approximate location, like the GPS signals sent by a mobile device.	non_personnal_information	non personnal information	non_personnal_information	
You agree to waive any moral rights to the extent permitted by law and that you will not withdraw the submission or attempt to make a charge for its use	acceptable_consent	acceptable_consent	acceptable_consent	brings no value to point it to the user: acceptable
Your Personal Information may be stored and processed in any country where we have facilities or in which we engage service providers, and by using the Services you consent to the transfer of information to countries outside of your country of residence, including the United States, which may have data protection rules that are different from those of your country.	data_management	data management	data_management	
Please be aware that we may transfer your information, to Israel, the European Union and other countries through certain third parties that we use to operate and manage the Site and Services, including Amazon Web Services (AWS) or Google Cloud Services	data_management	data management	data_management	
We may send data to third-party service providers who operate services that help us with: customer support. email. hosting, protecting, and securing the TunnelBear infrastructure. DDoS prevention. payment processing. as well as understanding website analytics, account and payment related service usage.	sharing_data	sharing data	sharing_data	
Notwithstanding the foregoing, in no event shall the total liability of TunnelBear, for all damages, losses and causes of action whether in contract, tort including negligence, or otherwise, exceed the aggregate dollar amount paid by the User claimant to TunnelBear in the twelve months prior to the claimed loss, damages or other such alleged event giving rise to the basis of claim.	acceptable_consent	unknown extra cost	acceptable_consent	liability is an acception to extra costs
We share your Personal Information with third parties to help us use your Personal Information, as described above.	sharing_data	sharing data	sharing_data	
in certain instances, some of your Content (such as comments or messages you make) may not be completely removed and copies of your Content may continue to exist on the Service.	data_management	content Licence	data_management	issue with deleting data
Unless otherwise specified by us, all modifications shall be effective upon posting.	redflag	enrollment	redflag	changes without notices are red-flags
Your information may be transferred to — and maintained on — computers located outside of your state, province, country or other governmental jurisdiction.	data_management	data management	data_management	
We may keep chat log records for safety and moderation purposes.	personnal_information	personnal information	personnal_information	
To the extent permitted by applicable laws, you hereby waive any moral rights	acceptable_consent	acceptable_consent	acceptable_consent	brings no value to point it to the user: acceptable
We may amend or terminate any terms of this Agreement at any time and such amendment or termination will be effective at the time we post the revised terms on the site.	redflag	red-flag	redflag	changes without notices are red-flags
herefore, if you send any text, ideas, drawings, slogans, pictures, audio, video, or other information to SONIC through the SONIC Online Services, by e-mail or otherwise, your submission will become the property of SONIC, and SONIC will have no duty to preserve or return your submission.	content_licence	content Licence	content_licence	
By sending your submission, you agree that your submission is not confidential nor proprietary and that SONIC may use and own your submission for any purpose whatsoever now and in the future without any obligation to obtain your permission or to compensate you.	content_licence	content Licence	content_licence	
We may share some or all of your Personal Data in connection with or during negotiation of any merger, financing, acquisition or dissolution transaction or proceeding involving sale, transfer, divestiture, or disclosure of all or a portion of our business or assets.	acceptable_consent	acceptable_consent	acceptable_consent	true for every site, at least they are upfront about it.
If you provide Parsec with any feedback or suggestions regarding the Parsec Properties ("Feedback”), you hereby assign to Parsec all rights in such Feedback and agree that Parsec will have the right to use and fully exploit such Feedback and related information in any manner it deems appropriate.	content_licence	content Licence	content_licence	
Parsec will treat any Feedback you provide to Parsec as non-confidential and non-proprietary.	sharing_data	sharing data	sharing_data	if data is not condifential, can be shared public, therefore tagged sharing data
Our policy is not to refund subscription fees unless required by law.	refund	refund	refund	
if Boingo (or its assets) are acquired, or if Boingo goes out of business, enter bankruptcy, or go through some other change of control, Personal Information would be one of the assets transferred to or acquired by a third party.	acceptable_consent	acceptable_consent	acceptable_consent	true for every site, at least they are upfront about it.
By making Content available to Crowdmark or to others through the Services, you hereby grant Crowdmark and its licensors and third party service providers, without any additional consideration, a worldwide, irrevocable, perpetual, transferable, non-exclusive, royalty-free, fully paid up license	content_licence	content Licence	content_licence	
You hereby waive, in favour of Crowdmark, your moral rights under Canada’s Copyright Act or any successor legislation or similar law under the laws of Canada or the laws of other countries, that you, as author, have or may in your Content.	content_licence	content Licence	content_licence	waiving right to your content
By providing Feedback to Crowdmark you agree that: your provision of such Feedback is free of charge, unsolicited and without restriction.	content_licence	content Licence	content_licence	
Your personal information may be transferred, processed and stored on servers in countries outside of Canada, including the United States, and may therefore be subject to different laws than those applicable in Canada.	data_management	data management	data_management	
While Crowdmark undertakes to protect your personal information when it is transferred outside of Canada, the laws of other jurisdictions may require the disclosure of your personal information to governmental authorities under circumstances that are different than those that apply in Canada and are contemplated under this Privacy Policy.	data_management	data management	data_management	
We may share User Personal Information if we are involved in a merger, sale, or acquisition.	acceptable_consent	acceptable_consent	acceptable_consent	true for every site, at least they are upfront about it.
While Bitwarden processes all User Personal Information in the United States, our third party vendors may process data outside of the United States or the European Union.	data_management	data management	data_management	
You agree that regardless of any statute or law to the contrary, any claim or cause of action arising out of or related to use of Presearch services or the Terms must be filed within two (2) years after such claim or cause of action arose or be forever barred.	acceptable_consent	acceptable_consent	acceptable_consent	liability - out of scope
For example, our Third-Party Providers send a verification code to your phone number when you register for our Services.	acceptable_consent	acceptable_consent	acceptable_consent	had several sentences in one cell, deleted to keep only one. Not important as i am sure it will be stated somewhere else that they collect the phone number
THESE TERMS AND CONDITIONS CONTAIN MONETARY FINES AND PENALTIES THAT CAN BE IMPOSED ON YOU IN CERTAIN CIRCUMSTANCES - THOSE FINES AND PENALTIES CAN REACH UP TO 1,000$ PER INFARCTION.	financial_penalties	financial penalties	financial_penalties	
When you submit content covered by intellectual property rights (e.g. profile information, photos, images), you specifically grant us a non-exclusive, perpetual, transferable, sub-licensable, royalty-free, worldwide license to display that content on our Site.	content_licence	content Licence	content_licence	
However, administrators may view the contents of those messages if they suspect that you or the recipient have violated any of the terms of service, or for any other reason	personnal_information	personnal information	personnal_information	
However, sometimes business and legal requirements require us to retain certain information for specific purposes for an extended period of time.	acceptable_consent	acceptable_consent	acceptable_consent	same as all websites
NO CLAIM, SUIT OR ACTION MAY BE BROUGHT AGAINST US AFTER SIX MONTHS FROM THE UNDERLYING CAUSE OF ACTION. 	acceptable_consent	acceptable_consent	acceptable_consent	liability - out of scope
To a buyer or other successor in the event of a merger, divestiture, restructuring, reorganization, dissolution or other sale or transfer of some or all of the Site's assets, whether as a going concern or as part of bankruptcy, liquidation or similar proceeding, in which personal information about our Site users is among the assets transferred.<br>	acceptable_consent	acceptable_consent	acceptable_consent	true for every site, at least they are upfront about it.
we may reveal all your private communications to a spouse or domestic partner upon request, if you are suspected of flirting.	redflag	red-flag	redflag	red-flad as this is another level of sharing
We may also reveal communications (either privately or publicly) if you are banned or engage in a Terms of Service violation.	redflag	red-flag	redflag	same as above
You agree that: (1) your submissions and their contents will automatically become the property of Patook, without any compensation to you.	content_licence	content Licence	content_licence	
We store the Users’ personal data primarily within the European Economic Area. 	data_management	data management	data_management	
However, we have service providers in several geographical locations.	data_management	data management	data_management	
As such, we and our service providers may transfer personal data to, or access it in, jurisdictions outside the European Economic Area or the User’s domicile.	data_management	data management	data_management	
If you provide a Submission, whether by email or otherwise, you agree that it is non-confidential (unless Couchsurfing states otherwise in writing) and shall become the sole property of Couchsurfing. 	content_licence	content Licence	content_licence	
Couchsurfing shall own exclusive rights, including all intellectual property rights, and shall be entitled to the unrestricted use and dissemination of Submissions for any purpose, commercial or otherwise	content_licence	content Licence	content_licence	was combined in one cell, one cell= one sentence
If you post Member Content to our Services, you hereby grant us a perpetual, worldwide, irrevocable, non-exclusive, royalty-free and fully sublicensable license to use, reproduce, display, perform, adapt, modify, create derivative works from, distribute, have distributed and promote such Member Content in any form, in all media now known or hereinafter created and for any purpose, including without limitation the right to use your name, likeness, voice or identity.	content_licence	content Licence	content_licence	
However, by posting User Content to any part of the Site, you grant to Scrubly an irrevocable, perpetual, non-exclusive, transferable, fully paid, worldwide license (with the right to sublicense) to use, reproduce, publicly perform, publicly display, reformat, translate, excerpt (in whole or in part) and distribute such User Content for any purpose on or in connection with the Site or the promotion thereof, to prepare derivative works of, or incorporate into other works, such User Content, and to grant and authorize sublicenses of the foregoing.	content_licence	content Licence	content_licence	
For annual subscriptions or other fees, you agree and reaffirm that, until such authorization is timely cancelled or revoked, Id Software is authorized to charge your credit card for the subscription, subscription renewal or other fee.	levy_automatic	levy automatic	levy_automatic	authorization to charge card automatically = levy
your data may be stored anywhere in the world	data_management	data management	data_management	
Other parties in connection with a company transaction, such as a merger, sale of company assets or shares, reorganization, financing, change of control or acquisition of all or a portion of our business by another company or third party, or in the event of a bankruptcy or related or similar proceedings	acceptable_consent	acceptable_consent	acceptable_consent	true for all website
If you choose to cancel, your cancellation will take effect at the end of the subscription term in which you cancelled, and there are no refunds.	refund	refund	refund	
By providing your feedback you agree that you are giving up any rights you have in your feedback so that we may use and allow others to use it without any restriction and without any payment to you.	content_licence	content Licence	content_licence	
The Terms of Use (in Part A, applicable to users not in Europe) state, "By posting Your Content on the Brainly Services you irrevocably grant Brainly worldwide, non-exclusive, irrevocable, assignable and transferable perpetual rights to use Your Content."	content_licence	content Licence	content_licence	
Your information collected through our Service may be stored and processed in the United States or any other country in which Brainly or its affiliates or service providers maintain facilities.	data_management	data management	data_management	
webSaver.ca may disclose information from the Site to any third party including law enforcement agencies to protect its rights and property in response to legal process, or in a good faith belief that disclosure is justified or required, or in an emergency situation.	acceptable_consent	acceptable_consent	acceptable_consent	sharing with "law enforcement" is mandatory so acceptable
We reserve the right to update or modify these Terms and Conditions at any time, and without prior notice to you.	redflag	red-flag	redflag	no notice = red-flag
Additionally, you grant Alignable a nonexclusive, irrevocable, worldwide, perpetual, unlimited, assignable, sublicenseable, fully paid up and royalty-free right to copy, prepare derivative works of, improve, distribute, publish, remove, retain, add, process, analyze, use and commercialize, in any way now known or in the future discovered, any information you provide, directly or indirectly, to Alignable, including, but not limited to, any user generated content, publicly available online information used by Alignable to populate your profile, ideas, concepts, techniques or data (but excluding email addresses), without any further consent, notice and/or compensation to you or to any third parties.	content_licence	content Licence	content_licence	
We may transfer the personal information we collect about you to the United States and/or another country, which may not be deemed to have the same data protection laws as the country in which you initially provided the information.	data_management	data management	data_management	
You agree that all information processed by us may be transferred, processed, and stored anywhere in the world, including but not limited to, the United States or other countries, which may have data protection laws that are different from the laws where you live.	data_management	data management	data_management	
Deleting an account terminates these Agreements, but grants us an indefinite license for content you collaborated to the service (e.g. event pages)	content_licence	content Licence	content_licence	
Delicious “may sell, transfer or otherwise share some or all of its assets, including your Personal Information, in connection with a merger, acquisition, reorganization or sale of assets or in the event of bankruptcy.”	acceptable_consent	acceptable_consent	acceptable_consent	true for any website
In the event of a change of ownership or other business transition, such as a merger, acquisition or sale of our assets, your information may be transferred in accordance with applicable privacy laws.	acceptable_consent	acceptable_consent	acceptable_consent	same above
We reserve the right, at our sole discretion, to change, modify, add, or delete portions of this Agreement at any time and without further notice	redflag	red-flag	redflag	no notice = red-flag
you hereby do and shall grant to Automattic a worldwide, perpetual, irrevocable, royalty-free and fully-paid, transferable (including rights to sublicense) right to perform the Services (e.g., to use, modify, reproduce, distribute, prepare derivative works of, display, perform, and otherwise fully exercise and exploit all intellectual property, publicity, and moral rights with respect to any User Submissions, and to allow others to do so).	content_licence	content Licence	content_licence	
Please note that we have no obligation to delete any of stories, favorites or comments listed in your profile or otherwise remove their association with your profile or username.	data_management	data management	data_management	impossible to delete
We use provided contact details and your preferences for direct marketing by sending various offers or newsletters	acceptable_consent	acceptable_consent	acceptable_consent	actually  not sharing with third party, just using for marketing which you can unsubscribe by law
You agree that we and our its licensors may make changes to the services offered on the Site, at any time without notice, and you further agree that we can revise these Terms at any time without notice by posting updated Terms on the Site.	redflag	red-flag	redflag	no notice= red-flag
We may use service providers located outside of the United States, and, if applicable, your Personal Information may be processed and stored in other countries and therefore may be subject to disclosure under the laws of those countries.	data_management	data management	data_management	
You explicitly consent and agree to such transfer, storing and/or processing of your Personal Information outside of the United States or other country in which you are located.	data_management	data management	data_management	
We charge for certain aspects of our Platform, and some of these fees are billed on a regular and recurring basis (unless you disable auto-renewal or cancel your subscription).	enrollment	enrollment	enrollment	auto-renewal = enrollment
You hereby grant Nexon a royalty-free, perpetual, irrevocable, fully transferable and sublicensable, non-exclusive, worldwide right and license to use your User Content in any and all media in any manner and for any purpose (including without limitation commercial, advertising, and promotional purposes) to the greatest extent permitted by applicable law, including without limitation the rights to reproduce, copy, modify, perform, display, publish, distribute, broadcast, transmit, or otherwise communicate to the public, or create derivative works from or adapt, use or otherwise exploit by any means whether now known or unknown and without any further notice or compensation to you of any kind.	content_licence	content Licence	content_licence	
The license grant to Nexon, and the above waiver of any applicable moral rights, survives any termination or expiration of the Terms.	content_licence	content Licence	content_licence	
To the extent permitted by applicable law, you waive any moral rights of paternity, publication, reputation, or attribution with respect to Nexon’s and other players’ use and enjoyment of User Content in connection with the Services	content_licence	content Licence	content_licence	waive right to your content
Information we collect may be transferred to countries outside your home country for the purposes set out in this Privacy Policy.	data_management	data management	data_management	
There will be no refunds for partial months or partial years of service, downgrade refunds, or refunds for months or years unused with an open Team Account.	refund	refund	refund	
We may also continue to display some information you have made publicly available through Open Humans (comments, for example).	sharing_data	sharing data	sharing_data	when your data becomes public = sharing data
Please note that we reserve the right, in our sole discretion, to change, modify, add or delete portions of this Policy without notice at any time by updating this posting.	redflag	red-flag	redflag	no notice= red-flag
For content that is covered by intellectual property rights, like photos and videos (IP content), you specifically give us the following permission, subject to your privacy and application settings: you grant us a non-exclusive, transferable, sub-licensable, royalty-free, worldwide license to use any IP content that you post on or in connection with Facebook, Google or Twitter (IP License).	content_licence	content Licence	content_licence	
By sending Symantec any information or material, you hereby grant Symantec an unrestricted, irrevocable license to copy, reproduce, publish, upload, post, transmit, distribute, publicly display, perform, modify, create derivative works from, and otherwise freely use, those materials or information.	content_licence	content Licence	content_licence	
If you are accessing the Service from outside the U.S., please be aware that information collected through the Service may be transferred across borders, and from your country or jurisdiction to other countries or jurisdictions around the world, including the U.S. Data protection laws in the U.S. and other jurisdictions may be different from those of your country of residence.	data_management	data management	data_management	
By using the Service, you are expressly consenting to the transfer to and from, processing, usage, sharing, and storage of your information, including personal data, in the U.S. as well as other jurisdictions where Wizards conducts business or provides services.	data_management	data management	data_management	
For the purposes of our Website and to enable the Services, you grant Agorize a non-exclusive license, free of charge, for the entire world and for the duration of your contractual relationship with us, to use the content and data that you submit on the Website.	content_licence			
Specifically, you authorize us to display, distribute, publish, reproduce, represent, adapt, use and translate any content you provide, and to broadcast it via the Website and any other communication protocol and to share it with the public, Community and Sponsors.	sharing_data			pourrait etre les 2, mais le plus important est le partage
Agorize shall not be liable to you for any damages, claims, expenses or other costs you incur as a result of third party claims related to your use of the Services.	acceptable_consent			
Under no circumstances, shall Agorize be liable for any indirect damages, or for any damages totaling more than one hundred (100) Euros, assuming that such damages have been duly proven.	acceptable_consent			
You can terminate your contractual relations with Agorize and close your Account at any time by clicking on the “Delete your profile” tab on your profile page or by contacting Agorize.	acceptable_consent			
The Website allows Members to view and enroll in Challenges and to interact with other Members, Sponsors or Agorize through message boards, chat, email and messaging.	acceptable_consent			
Subject to being a Member, Agorize grants you a non-exclusive, revocable, personal and non-transferable license, to use the Website, for your personal and private use, on a non-commercial basis and in compliance with the purposes of the Website.	acceptable_consent			
complete the mandatory fields in the registration form (e.g., name, email and password).	personnal_information			
« Deliverables » means all submissions, original ideas, documents or other materials (such as presentations, videos, etc.) uploaded to the Website by Members in response and as a solution to a specific Challenge;	acceptable_consent			
you may access a personalized space on the Website that contains your profile, allows you to view the Challenges in which you have enrolled, and to communicate and exchange messages, including by email and chat, with Members, Sponsors, mentors, and Agorize;	acceptable_consent			
We collect and process some of your personal data.	personnal_information			
Regarding Deliverables, you guarantee that (i) you are the owner or authorized user of the intellectual property contained in your Deliverable and that (ii) you are not required to transfer your rights over the Deliverable to a third party pursuant to an employment relationship or other contract;	content_licence			
« Account » means the account that must be created to become a Member and access the Services offered by the Website;	acceptable_consent			
cancellation or modification of a Challenge by a Sponsor;	acceptable_consent			
Any unauthorized use by you which contravenes the above terminates the license granted by us.	acceptable_consent			
using any meta tags or any other "hidden text" with Agorize’s name or trademarks.	acceptable_consent			
By using this feature, we will access, publish and retain personal data obtained from these platforms.	personnal_information			
We are not responsible for the content or use of any Deliverables, for the Member’s lack of success in a Challenge, for any damage caused to a Member by Sponsors, for any indirect damage such as financial loss, loss of business or moral damage that a Member may suffer through its use of the Website or by participating in a Challenge.	acceptable_consent			
open an Account using Facebook, LinkedIn, Twitter, or Google+.	acceptable_consent			
other user’s information may be inaccurate.	acceptable_consent			
Any information you provide on the Website, both during registration and use of the Services (such as, public message board postings, emails, chats, Deliverables, etc.) is subject to the following:	personnal_information			
reproducing, adapting, distributing, publicly representing and disseminating the Website, the Services, Briefs, Challenges and the content of the Website;	acceptable_consent			
In using the Website and registering as a Member, you acknowledge and accept the processing of your personal data by us as set out in our Privacy Notice.	acceptable_consent			
We collect the mandatory information required to create your user account and to register for the services we provide on our website, meaning your name, email address, and password.	personnal_information			
Social Media Authentication Information.	acceptable_consent			
Together these documents set out the basis on which any personal data will be processed by us.	acceptable_consent			
but profile information helps you to get more from our services, like being identified by teams to participate in a challenge.	acceptable_consent			
If you register on our website using social media authentication (such as Facebook, LinkedIn, Twitter, etc.), we will access certain personal data (e.g., name, email) from your social media profile according to the terms and conditions of those platforms.	personnal_information			
We collect personal data from you when you provide, post or upload it to our website, such as when you register for a challenge, when you upload deliverables (e.g., documents, presentations, audio/video files) submitted as part of your participation in a challenge, when you chat or message with other members of the community, post announcements, or use public message boards.	personnal_information			
HOW WE COLLECT YOUR PERSONAL DATA.	acceptable_consent			
Personal data that you give us, including:	personnal_information			
We retain your personal data so long as you have an account with us.	data_management			
The personal data that we collect and process may include:	personnal_information			
You don’t have to provide additional information in your profile;	acceptable_consent			
enable you to personalize your user profile/account;	acceptable_consent			
For Users of our API, this agreement applies to both you (the ‘Developer’) and your website or application's (‘Developer App’) end users.	acceptable_consent			
By creating a RocketReach account, You warrant that you are a human.	acceptable_consent			
This is a contract (the ‘Agreement’) between RocketReach and you (the ‘User’).	acceptable_consent			
(ii) the cost of procurement for substitute products or services;	acceptable_consent			
Users may access Services via an API (Application Program Interface).	acceptable_consent			
As a paid User, you give RocketReach a perpetual world-wide license to use your company's name and/or logos.	content_licence			
(v) any other party’s access and use of the Service with your unique username, password or other appropriate security code;	acceptable_consent			
or (iv) for any amounts that exceed the fees paid by you to RocketReach under this agreement during the twelve (12) month period prior to the cause of action.	acceptable_consent			
Your information is collected via two ways.	personnal_information			
Any information beyond your user name, your password, and your email address required by “Endless Sphere” during the registration process is either mandatory or optional, at the discretion of “Endless Sphere”.	personnal_information			
Should you forget your password for your account, you can use the “I forgot my password” feature provided by the phpBB software.	acceptable_consent			
Your password is the means of accessing your account at “Endless Sphere”, so please guard it carefully and under no circumstance will anyone affiliated with “Endless Sphere”, phpBB or another 3rd party, legitimately ask you for your password.	acceptable_consent			
The first two cookies just contain a user identifier (hereinafter “user-id”) and an anonymous session identifier (hereinafter “session-id”), automatically assigned to you by the phpBB software.	acceptable_consent			
This process will ask you to submit your user name and your email, then the phpBB software will generate a new password to reclaim your account.	acceptable_consent			
Your account will at a bare minimum contain a uniquely identifiable name (hereinafter “your user name”), a personal password used for logging into your account (hereinafter “your password”) and a personal, valid email address (hereinafter “your email”).	personnal_information			
Your password is ciphered (a one-way hash) so that it is secure.	acceptable_consent			
A third cookie will be created once you have browsed topics within “Endless Sphere” and is used to store which topics have been read, thereby improving your user experience.	acceptable_consent			
In charging your card, DoNotPay will include the price of the cheaper service plus any additional fees (such as as airline change fees or credit card processing fees).	unknown_extra_cost			
We may repurchase the ticket at a lower price on your behalf in order to facilitate the claim and subsequently charge your linked credit or debit card.	levy_automatic			
The Service is available to anyone who is eighteen (18) years of age and older, has a valid email address, a valid credit card, and has enrolled in the Service at DoNotPay.com.	acceptable_consent			
DoNotPay calculates all fees upfront, includes them in the “total cost figure” before seeking your written consent/automatic rebooking, and will never proceed unless the “total cost figure” is below the current price you paid.	acceptable_consent			
DoNotPay may offer Services to be paid for on a recurring basis (“Subscription Services”) or on an as-used basis (“A La Carte Services” and, together with the Subscription Services, “Paid Services”).	acceptable_consent			
In order to avoid automatic renewal, you must cancel your Subscription Services at least 2 calendar days (48 hours) prior to the automatic renewal date.	enrollment			
In compliance with applicable laws, you may opt out of text message communication at any time by i) texting “STOP” to any DoNotPay number that has texted you ii) emailing support@donotpay.com with your phone number and a request to opt out.	acceptable_consent			
For example, if you ask DoNotPay to pay your parking ticket for you, it will debit the cost of paying the parking ticket from your connected account.	levy_automatic			
If you sign up for Subscription Services for a period (“Initial Period”), then the terms will be automatically renewed for additional periods of the same duration as the Initial Period at our then-current fee for such Subscription Services.	enrollment			
By signing up for a Subscription Service, including after any free trial period, you agree to pay us the subscription fee and any applicable taxes as set forth in your DoNotPay Account settings or as otherwise agreed in writing (“Subscription Fee”).	unknown_extra_cost			
Our price drop service(s) monitors your eligible purchases for price reductions after you buy.	acceptable_consent			
We provide our Service automatically by tracking customer policies and applicable laws at popular online websites.	acceptable_consent			
It is up to you to take precautions to ensure that whatever you select is free of such items as viruses, worms, trojan horses and other items of a destructive nature.	acceptable_consent			
By registering for the Service, you may be required to link your personal email account, such as Google (“Linked Accounts”), to the Service.	personnal_information			
It applies to Your use of any online service location (e.g., website or mobile app) that posts a link to this Privacy Notice and all features, content, and other services that We own, control, and make available through such service location (collectively, the “Service”).	acceptable_consent			
For example, We collect information when You use the Service, register for the Service, connect Your email or shopping accounts to the Service, take action regarding claims, update Your account or profile, subscribe to Our emails, mobile messages, or social media notifications, participate in a sweepstakes, contest, promotion, survey, or poll (each, a “Promotion”), communicate with Us via third party social media sites, contact customer support, apply for a job or otherwise communicate with Us through the Service.	personnal_information			
We may use cookies, web beacons (also known as “tracking pixels”), embedded scripts, in-app tracking methods, and other tracking technologies now and hereafter developed (“Tracking Technologies”) to collect information about interactions with Our Service or emails, including information about Your browsing and purchasing behavior.	acceptable_consent			
THE SERVICE IS PROVIDED “AS IS” WITHOUT ANY WARRANTY OF ANY KIND, EITHER EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NON-INFRINGEMENT.	acceptable_consent			
We collect information about Your use of Our Service, such as IP address, browser type, Internet service provider, referring/exit pages, operating system, date/time stamps, and related data, and store it in log files.	non_personnal_information			
operating system characteristics, data regarding network connected hardware (e.g., computer or mobile device), and information about Your use of Our Service, such as the time and duration of Your visit and how You arrived at Our Service.	acceptable_consent			
A cookie is a small text file that is stored on a user’s device.	acceptable_consent			
Web Beacons Web beacons are small graphic images, also known as “Internet tags” or “clear gifs” embedded in web pages and email messages.	acceptable_consent			
You authorize us to make any inquiries we consider necessary to validate your identity.	personnal_information			
Usage Information may include Your IP address, device identifier, Ad ID, browser type;	non_personnal_information			
“Personal Information” is information that can be used to identify You (whether alone or in combination), such as Your first and last name, email address, zip code, billing address, shipping address, phone number, and payment card information.	personnal_information			
Web beacons may be used to count the number of visitors to Our Service, to monitor how users navigate the Service, and to count how many particular articles or links were actually viewed.	acceptable_consent			
Session cookies make it easier for You to navigate Our Service and expire when You close Your browser.	acceptable_consent			
To the maximum extent permitted by applicable law, We may also use IP addresses, mobile device identifiers or any other information We collect to identify users, and may do so in cooperation with copyright owners, Internet service providers, wireless service providers or law enforcement agencies in Our discretion.	non_personnal_information			
After the first claim is filed, DoNotPay may file additional ‘claims’ for the same item, even if the price drops again.	acceptable_consent			
However, Usage Information may be combined with Your Personal Information.	personnal_information			
© 2020 Donotpay All rights reserved.	acceptable_consent			
Seller Means TeleAdapt Limited, a company registered in England under company number 2324696 of Axis 5, Rhodes Way, Watford, Herts, WD24 4YW and includes all employees and agents of TeleAdapt Limited.	acceptable_consent			
You may also be required to provide additional and/or supplemental information in the future upon request by Brightspark;	personnal_information			
Any information available through the Site is not offered as financial advice, and should not be the basis for actual financial activities.	acceptable_consent			
Among other Services, this Site presents information regarding potential investments and allows you the opportunity to designate investment opportunities in which you would like to participate.	acceptable_consent			
The Site also reserves the right to deny access to anyone, including, but not limited to, those users who use proxy servers and/or IP addresses residing in certain geographical areas.	acceptable_consent			
Further, you will not use false identities or impersonate any other person or use a name that you are not authorized to use.	personnal_information			
Any unused portion of a free trial will be forfeited if you purchase a subscription.	refund			
